answer_llm,answer_orig,document,question,course
"Yes. Everything is recorded, so you won’t miss anything. The live office hours are recorded as well, and you can rewatch them in the course playlist on YouTube. You can also ask questions later in Slack.","Everything is recorded, so you won’t miss anything. You will be able to ask your questions for office hours in advance and we will cover them during the live stream. Also, you can always ask questions in Slack.",5170565b,Are sessions recorded if I miss one?,machine-learning-zoomcamp
"Yes. You can ask your questions for office hours in advance, and we will cover them during the live stream. You can also ask questions in Slack. Everything is recorded, so you won’t miss anything.","Everything is recorded, so you won’t miss anything. You will be able to ask your questions for office hours in advance and we will cover them during the live stream. Also, you can always ask questions in Slack.",5170565b,Can I ask questions in advance if I can't attend a live stream?,machine-learning-zoomcamp
"- Everything is recorded, so you won’t miss anything.
- You can submit questions for office hours in advance, and they’ll be covered during the live stream.
- You can also ask questions in Slack.","Everything is recorded, so you won’t miss anything. You will be able to ask your questions for office hours in advance and we will cover them during the live stream. Also, you can always ask questions in Slack.",5170565b,How will my questions be addressed if I miss a session?,machine-learning-zoomcamp
"Yes. Everything is recorded, so you won’t miss anything. You can ask questions for office hours in advance and they’ll be covered during the live stream. You can also ask questions in Slack.","Everything is recorded, so you won’t miss anything. You will be able to ask your questions for office hours in advance and we will cover them during the live stream. Also, you can always ask questions in Slack.",5170565b,Is there a way to catch up on a missed session?,machine-learning-zoomcamp
"Yes. Everything is recorded, so you won’t miss content. You can:
-Ask questions for office hours in advance and they’ll be covered during the live stream.
-Ask questions in Slack at any time.
Office hours sessions are recorded too, so you can review them later or still get answers.","Everything is recorded, so you won’t miss anything. You will be able to ask your questions for office hours in advance and we will cover them during the live stream. Also, you can always ask questions in Slack.",5170565b,Can I still interact with instructors after missing a session?,machine-learning-zoomcamp
"Very little theoretical content. The course covers theory only at the intuitive level (bare minimum) and emphasizes practice. For example, we won’t derive the gradient update rule for logistic regression, but we’ll cover how to use logistic regression and interpret its results.","The bare minimum. The focus is more on practice, and we'll cover the theory only on the intuitive level.: https://mlbookcamp.com/article/python
For example, we won't derive the gradient update rule for logistic regression (there are other great courses for that), but we'll cover how to use logistic regression and make sense of the results.",ecca790c,How much theoretical content is there in the course?,machine-learning-zoomcamp
No. The course focuses on practice with theory kept to an intuitive level. We won’t derive the gradient update rule for logistic regression; we’ll cover how to use logistic regression and interpret its results instead. (There are other courses that cover such derivations in detail.),"The bare minimum. The focus is more on practice, and we'll cover the theory only on the intuitive level.: https://mlbookcamp.com/article/python
For example, we won't derive the gradient update rule for logistic regression (there are other great courses for that), but we'll cover how to use logistic regression and make sense of the results.",ecca790c,Will the course cover theoretical derivations like the gradient update rule for logistic regression?,machine-learning-zoomcamp
"The course focuses more on practice. Theory is kept to a bare minimum and taught at an intuitive level—for example, you won’t see a derivation of the logistic regression gradient, but you’ll learn how to use it and interpret the results.","The bare minimum. The focus is more on practice, and we'll cover the theory only on the intuitive level.: https://mlbookcamp.com/article/python
For example, we won't derive the gradient update rule for logistic regression (there are other great courses for that), but we'll cover how to use logistic regression and make sense of the results.",ecca790c,Is the focus of the course more on practice or theory?,machine-learning-zoomcamp
"You can find more about the theoretical topics at this article: https://mlbookcamp.com/article/python. The course treats theory only at an intuitive level; for deeper derivations (e.g., gradient updates) there are other great courses you can check out.","The bare minimum. The focus is more on practice, and we'll cover the theory only on the intuitive level.: https://mlbookcamp.com/article/python
For example, we won't derive the gradient update rule for logistic regression (there are other great courses for that), but we'll cover how to use logistic regression and make sense of the results.",ecca790c,Where can I find more about the theoretical topics not covered in this course?,machine-learning-zoomcamp
"Yes. The course will cover how to use logistic regression and how to interpret its results. The theory is taught at an intuitive level (bare minimum), and they won’t derive the gradient update rule.","The bare minimum. The focus is more on practice, and we'll cover the theory only on the intuitive level.: https://mlbookcamp.com/article/python
For example, we won't derive the gradient update rule for logistic regression (there are other great courses for that), but we'll cover how to use logistic regression and make sense of the results.",ecca790c,Will the course help me understand how to use logistic regression and interpret its results?,machine-learning-zoomcamp
"No. Prior math knowledge isn’t required. The course will cover some linear algebra, but there are very few formulas and mostly code. If you want a refresher, you can watch these videos in advance: ML Zoomcamp 1.8 – Linear Algebra Refresher and the 3Blue1Brown “Vectors” chapter. And don’t hesitate to ask the community for help if you have questions.","Yes! We'll cover some linear algebra in the course, but in general, there will be very few formulas, mostly code.
Here are some interesting videos covering linear algebra that you can already watch: ML Zoomcamp 1.8 - Linear Algebra Refresher from Alexey Grigorev or the excellent playlist from 3Blue1Brown Vectors | Chapter 1, Essence of linear algebra. Never hesitate to ask the community for help if you have any question.
(Mélanie Fouesnard)",c25b3de4,Is prior knowledge in math necessary for this course?,machine-learning-zoomcamp
"The course will include some linear algebra, but there will be very few formulas and the emphasis is on code. Theoretical content will be kept to a bare minimum and taught at an intuitive level—focusing on how to use methods and interpret results, not on detailed derivations (e.g., you won’t see a derivation of the gradient update rule for logistic regression).","Yes! We'll cover some linear algebra in the course, but in general, there will be very few formulas, mostly code.
Here are some interesting videos covering linear algebra that you can already watch: ML Zoomcamp 1.8 - Linear Algebra Refresher from Alexey Grigorev or the excellent playlist from 3Blue1Brown Vectors | Chapter 1, Essence of linear algebra. Never hesitate to ask the community for help if you have any question.
(Mélanie Fouesnard)",c25b3de4,What type of mathematical content will be covered?,machine-learning-zoomcamp
"Yes. The course will cover some linear algebra, and there are external resources you can use now:
- ML Zoomcamp 1.8 – Linear Algebra Refresher by Alexey Grigorev
- 3Blue1Brown playlist: Vectors | Chapter 1, Essence of Linear Algebra

Also, don’t hesitate to ask the community for help if you have questions.","Yes! We'll cover some linear algebra in the course, but in general, there will be very few formulas, mostly code.
Here are some interesting videos covering linear algebra that you can already watch: ML Zoomcamp 1.8 - Linear Algebra Refresher from Alexey Grigorev or the excellent playlist from 3Blue1Brown Vectors | Chapter 1, Essence of linear algebra. Never hesitate to ask the community for help if you have any question.
(Mélanie Fouesnard)",c25b3de4,Are there resources available to help with linear algebra?,machine-learning-zoomcamp
"Yes. The course encourages you to seek help from the community, and you should never hesitate to ask the community for help if you have any question (including math-related questions).","Yes! We'll cover some linear algebra in the course, but in general, there will be very few formulas, mostly code.
Here are some interesting videos covering linear algebra that you can already watch: ML Zoomcamp 1.8 - Linear Algebra Refresher from Alexey Grigorev or the excellent playlist from 3Blue1Brown Vectors | Chapter 1, Essence of linear algebra. Never hesitate to ask the community for help if you have any question.
(Mélanie Fouesnard)",c25b3de4,Can I seek help from the community for math-related questions?,machine-learning-zoomcamp
"Yes. Here are some recommended videos you can watch:

- ML Zoomcamp 1.8 - Linear Algebra Refresher by Alexey Grigorev
- 3Blue1Brown playlist: Vectors | Chapter 1, Essence of linear algebra

Note: The course will cover some linear algebra, but there will be very few formulas and mostly code. If you have questions, the community can help.","Yes! We'll cover some linear algebra in the course, but in general, there will be very few formulas, mostly code.
Here are some interesting videos covering linear algebra that you can already watch: ML Zoomcamp 1.8 - Linear Algebra Refresher from Alexey Grigorev or the excellent playlist from 3Blue1Brown Vectors | Chapter 1, Essence of linear algebra. Never hesitate to ask the community for help if you have any question.
(Mélanie Fouesnard)",c25b3de4,Are there any recommended videos for learning linear algebra?,machine-learning-zoomcamp
"- This process is automated, so you should receive the confirmation email eventually.
- If you haven’t gotten it yet, check your Gmail Promotions tab and your Spam folder.
- If you unsubscribed from our newsletter, you won’t receive course-related updates.
- Don’t worry—it's not a problem. To stay informed, join the Slack channel #course-ml-zoomcamp and the Telegram channel for announcements.","The process is automated now, so you should receive the email eventually. If you haven’t, check your promotions tab in Gmail as well as spam.
If you unsubscribed from our newsletter, you won't get course related updates too.
But don't worry, it’s not a problem. To make sure you don’t miss anything, join the #course-ml-zoomcamp channel in Slack and our telegram channel with announcements. This is enough to follow the course.",6ba259b1,What should I do if I haven't received a confirmation email after filling out the form?,machine-learning-zoomcamp
"Yes. The confirmation email is sent automatically, but if you haven’t received it yet, check your Gmail Promotions tab as well as your Spam folder. Also, if you unsubscribed from our newsletter, you won’t get course updates. To make sure you don’t miss anything, you can join the #course-ml-zoomcamp channel on Slack and our Telegram announcements channel.","The process is automated now, so you should receive the email eventually. If you haven’t, check your promotions tab in Gmail as well as spam.
If you unsubscribed from our newsletter, you won't get course related updates too.
But don't worry, it’s not a problem. To make sure you don’t miss anything, join the #course-ml-zoomcamp channel in Slack and our telegram channel with announcements. This is enough to follow the course.",6ba259b1,Is it possible my confirmation email went to my spam folder?,machine-learning-zoomcamp
"Yes. If you unsubscribed from our newsletter, you won’t get course-related updates anymore. To stay updated, you can also join the Slack channel (#course-ml-zoomcamp) and the Telegram channel with announcements.","The process is automated now, so you should receive the email eventually. If you haven’t, check your promotions tab in Gmail as well as spam.
If you unsubscribed from our newsletter, you won't get course related updates too.
But don't worry, it’s not a problem. To make sure you don’t miss anything, join the #course-ml-zoomcamp channel in Slack and our telegram channel with announcements. This is enough to follow the course.",6ba259b1,Can unsubscribing from the newsletter affect receiving course updates?,machine-learning-zoomcamp
"Join the Slack channel #course-ml-zoomcamp and the Telegram channel with announcements to get course updates. If you’re not seeing the confirmation email, also check your Gmail Promotions tab and Spam folders, and note that unsubscribing from the newsletter will stop course updates.","The process is automated now, so you should receive the email eventually. If you haven’t, check your promotions tab in Gmail as well as spam.
If you unsubscribed from our newsletter, you won't get course related updates too.
But don't worry, it’s not a problem. To make sure you don’t miss anything, join the #course-ml-zoomcamp channel in Slack and our telegram channel with announcements. This is enough to follow the course.",6ba259b1,Where can I get course updates if I don’t receive the confirmation email?,machine-learning-zoomcamp
"- The email updates are automated and should arrive eventually. If you don’t see them, check your Gmail Promotions tab and Spam.
- If you unsubscribed from our newsletter, you won’t receive course updates via email.
- To be sure you don’t miss anything, join the Slack channel #course-ml-zoomcamp and the Telegram channel with announcements. This is enough to follow the course.","The process is automated now, so you should receive the email eventually. If you haven’t, check your promotions tab in Gmail as well as spam.
If you unsubscribed from our newsletter, you won't get course related updates too.
But don't worry, it’s not a problem. To make sure you don’t miss anything, join the #course-ml-zoomcamp channel in Slack and our telegram channel with announcements. This is enough to follow the course.",6ba259b1,How can I stay informed about the course if I'm having email issues?,machine-learning-zoomcamp
"Approximately 4 months, but it may take longer if you choose to do extra activities (an extra project, an article, etc.).","Approximately 4 months, but may take more if you want to do some extra activities (an extra project, an article, etc)",67e2fd13,What is the duration of the course?,machine-learning-zoomcamp
"Approximately 4 months, but it may take longer if you choose to do extra activities (like an extra project or an article).","Approximately 4 months, but may take more if you want to do some extra activities (an extra project, an article, etc)",67e2fd13,How many months does the course take?,machine-learning-zoomcamp
"Yes. The course is approximately 4 months, but it may take longer if you choose to do extra activities (an extra project, an article, etc).","Approximately 4 months, but may take more if you want to do some extra activities (an extra project, an article, etc)",67e2fd13,Can the course take more than 4 months?,machine-learning-zoomcamp
"Yes. The course is approximately 4 months, but it may take longer if you choose to do extra activities (like an additional project or an article). You can also use the self-paced mode to go through the materials at any time, which lets you pace the course longer according to your own schedule.","Approximately 4 months, but may take more if you want to do some extra activities (an extra project, an article, etc)",67e2fd13,Is it possible to extend the course duration?,machine-learning-zoomcamp
Extra activities such as an extra project or writing an article (and similar activities) may extend the course time beyond approximately 4 months.,"Approximately 4 months, but may take more if you want to do some extra activities (an extra project, an article, etc)",67e2fd13,What extra activities might extend the course time?,machine-learning-zoomcamp
Around ~10 hours per week.,Around ~10 hours per week. Timur Kamaliev did a detailed analysis of how much time students of the previous cohort needed to spend on different modules and projects. Full article,a6897e8c,How many hours per week should I allocate for this course?,machine-learning-zoomcamp
Timur Kamaliev.,Around ~10 hours per week. Timur Kamaliev did a detailed analysis of how much time students of the previous cohort needed to spend on different modules and projects. Full article,a6897e8c,Who analyzed the time needed for different modules?,machine-learning-zoomcamp
Around 10 hours per week.,Around ~10 hours per week. Timur Kamaliev did a detailed analysis of how much time students of the previous cohort needed to spend on different modules and projects. Full article,a6897e8c,How much time did students of the previous cohort spend weekly?,machine-learning-zoomcamp
Approximately 10 hours per week. This estimate comes from Timur Kamaliev’s detailed analysis of how much time students from the previous cohort spent on different modules and projects.,Around ~10 hours per week. Timur Kamaliev did a detailed analysis of how much time students of the previous cohort needed to spend on different modules and projects. Full article,a6897e8c,Can you give an estimated weekly time commitment for the course?,machine-learning-zoomcamp
In the Full article linked in the “How much time do I need for this course?” section. It’s written by Timur Kamaliev and analyzes how much time the previous cohort spent on different modules and projects.,Around ~10 hours per week. Timur Kamaliev did a detailed analysis of how much time students of the previous cohort needed to spend on different modules and projects. Full article,a6897e8c,Where can I find the detailed analysis of study time requirements?,machine-learning-zoomcamp
"- To earn a certificate, you must submit 2 out of the 3 course projects and review 3 peers’ projects by the deadline.
- You can still be eligible if you join late, as long as you complete two projects.
- If you miss the midterm project, you can still get the certificate provided you have submitted two projects and peer-reviewed at least three peers’ projects.","Yes, if you finish at least 2 out of 3 projects and review 3 peers’ Projects by the deadline, you will get a certificate. This is what it looks like: link. There’s also a version without a robot: link.",2eba08e3,How can I earn a certificate in this course?,machine-learning-zoomcamp
"- Complete at least 2 of the 3 course projects.
- Review at least 3 of your peers’ projects (three peer reviews) by the deadline.

If you meet both conditions, you will receive the course certificate. You can join late and still be eligible as long as you achieve two projects completed and three peer reviews by the deadline.","Yes, if you finish at least 2 out of 3 projects and review 3 peers’ Projects by the deadline, you will get a certificate. This is what it looks like: link. There’s also a version without a robot: link.",2eba08e3,What are the requirements to receive a certificate?,machine-learning-zoomcamp
"No. You don’t need to complete all three projects.

- You only need to finish 2 out of 3 projects and review 3 peers’ projects by the deadline to receive the certificate.
- It’s also possible to miss the midterm project and still be eligible if you meet the two-project plus peer-review requirement.","Yes, if you finish at least 2 out of 3 projects and review 3 peers’ Projects by the deadline, you will get a certificate. This is what it looks like: link. There’s also a version without a robot: link.",2eba08e3,Do I need to complete all projects to get a certificate?,machine-learning-zoomcamp
"You must complete 2 out of 3 course projects and review 3 peers’ projects by the course deadline. For the exact date, see the deadlines on the 2023 cohort page.","Yes, if you finish at least 2 out of 3 projects and review 3 peers’ Projects by the deadline, you will get a certificate. This is what it looks like: link. There’s also a version without a robot: link.",2eba08e3,What is the deadline to qualify for the certificate?,machine-learning-zoomcamp
"Yes. There is a certificate version without a robot image. To be eligible for any certificate, you must finish at least 2 of 3 projects and review 3 peers’ projects by the deadline; the no-robot version is available via the link in the FAQ.","Yes, if you finish at least 2 out of 3 projects and review 3 peers’ Projects by the deadline, you will get a certificate. This is what it looks like: link. There’s also a version without a robot: link.",2eba08e3,Is there an option for a certificate without a robot image?,machine-learning-zoomcamp
"Yes. It’s possible to receive the certificate even if you miss the midterm project, as long as you:

- finish at least two out of three projects, and
- review at least three peers’ projects for each submission by the deadline.

According to the course coordinator, only two projects are needed to get the certificate (provided you also peer-review the required number of projects).","Yes, it's possible. See the previous answer.",1d644223,Will I receive a certificate if I don't complete the midterm project?,machine-learning-zoomcamp
"Yes. You can still graduate (receive a certificate) without submitting the midterm project as long as you:

- Submit 2 out of the 3 course projects (i.e., complete two other projects), and
- Review 3 peers’ projects by the deadline.

Midterms and capstones are solo projects, and you can still be eligible even if you join late as long as you meet the two-project and three-peer-review requirements.","Yes, it's possible. See the previous answer.",1d644223,Can I still graduate without submitting the midterm project?,machine-learning-zoomcamp
"Yes. You can still be eligible even if you missed the midterm project. If you submit two projects and peer-review at least 3 peers’ projects for each submission by the deadline, you will receive the course certificate (only two projects are needed).","Yes, it's possible. See the previous answer.",1d644223,Am I eligible for certification if I missed the midterm project?,machine-learning-zoomcamp
No. You don’t have to complete the midterm project. You can receive the certificate by submitting two out of the three course projects and peer-reviewing at least three peers’ projects by the deadline.,"Yes, it's possible. See the previous answer.",1d644223,Is it mandatory to complete the midterm project for the certificate?,machine-learning-zoomcamp
Yes. Missing the midterm project does not automatically disqualify you. You can still be eligible if you submit two out of the three course projects and review at least three peers’ projects for each submission by the deadline. Two projects are enough to receive the certificate.,"Yes, it's possible. See the previous answer.",1d644223,Does missing the midterm project affect my certification eligibility?,machine-learning-zoomcamp
"- You should know the following Python basics:
  - How to run a Jupyter notebook
  - How to import libraries (and what libraries are)
  - How to declare a variable (and what variables are)
  - Some important data-analysis operations

- For these basics, you can follow the OpenClassrooms course “Learn Python Basics for Data Analysis” (free). If you know everything in the linked article, you’re set; otherwise read the article and consider the Introduction to Python course as well.","Check this article. If you know everything in this article, you know enough. If you don’t, read the article and join the coursIntroduction to Pythone too :)
Introduction to Python – Machine Learning Bookcamp
You can follow this English course from the OpenClassrooms e-learning platform, which is free and covers the python basics for data analysis: Learn Python Basics for Data Analysis - OpenClassrooms . It is important to know some basics such as: how to run a Jupyter notebook, how to import libraries (and what libraries are), how to declare a variable (and what variables are) and some important operations regarding data analysis.
(Mélanie Fouesnard)",14890cd2,What Python basics are required for this course?,machine-learning-zoomcamp
"- Read the article mentioned in the FAQ under “How much Python should I know?” If you know everything in that article, you’re set; otherwise read it and join the Introduction to Python – Machine Learning Bookcamp.

- You can also take an English-language course on OpenClassrooms: Learn Python Basics for Data Analysis. It’s free and covers Python basics for data analysis, including how to run a Jupyter notebook, how to import libraries, how to declare variables, and key data-analysis operations.","Check this article. If you know everything in this article, you know enough. If you don’t, read the article and join the coursIntroduction to Pythone too :)
Introduction to Python – Machine Learning Bookcamp
You can follow this English course from the OpenClassrooms e-learning platform, which is free and covers the python basics for data analysis: Learn Python Basics for Data Analysis - OpenClassrooms . It is important to know some basics such as: how to run a Jupyter notebook, how to import libraries (and what libraries are), how to declare a variable (and what variables are) and some important operations regarding data analysis.
(Mélanie Fouesnard)",14890cd2,Where can I learn the necessary Python knowledge for this course?,machine-learning-zoomcamp
"- Your midterm project will be reviewed by peers who cross-check that the training process works on someone else’s system, using a Python file (train.py) that should be included in the environment. Knowing how to run a notebook helps you develop and verify that code before sharing it.
- In real life, training is typically done by running a Python script rather than a notebook, so being able to run and test notebooks is part of preparing a runnable, shareable workflow.
- There can be environment issues when launching notebooks; for example, an ImportError related to jinja2 can occur, and a fix is to upgrade nbconvert. Being able to run notebooks lets you troubleshoot these kinds of problems.
- Practical tips from the material also note simple workarounds in notebook commands (e.g., on Windows, use !dir instead of !ls) to ensure you can run and inspect outputs in the notebook.","Check this article. If you know everything in this article, you know enough. If you don’t, read the article and join the coursIntroduction to Pythone too :)
Introduction to Python – Machine Learning Bookcamp
You can follow this English course from the OpenClassrooms e-learning platform, which is free and covers the python basics for data analysis: Learn Python Basics for Data Analysis - OpenClassrooms . It is important to know some basics such as: how to run a Jupyter notebook, how to import libraries (and what libraries are), how to declare a variable (and what variables are) and some important operations regarding data analysis.
(Mélanie Fouesnard)",14890cd2,Why is it important to know how to run a Jupyter notebook for this course?,machine-learning-zoomcamp
"- You should know the basics such as:
  - how to run a Jupyter notebook
  - how to import libraries (and what libraries are)
  - how to declare a variable (and what variables are)
  - some important operations regarding data analysis

- For learning these basics, you can follow the free OpenClassrooms course Learn Python Basics for Data Analysis (Python basics for data analysis).

- Also, check the article referenced in the FAQ: if you know everything in that article, you know enough; if not, read the article and consider joining the Introduction to Python course as well.","Check this article. If you know everything in this article, you know enough. If you don’t, read the article and join the coursIntroduction to Pythone too :)
Introduction to Python – Machine Learning Bookcamp
You can follow this English course from the OpenClassrooms e-learning platform, which is free and covers the python basics for data analysis: Learn Python Basics for Data Analysis - OpenClassrooms . It is important to know some basics such as: how to run a Jupyter notebook, how to import libraries (and what libraries are), how to declare a variable (and what variables are) and some important operations regarding data analysis.
(Mélanie Fouesnard)",14890cd2,What basic operations regarding data analysis should I know for this course?,machine-learning-zoomcamp
"- Start with the OpenClassrooms Learn Python Basics for Data Analysis course (free, in English). It covers Python basics, including how to declare a variable and what variables are, along with other essentials for data analysis.
- If you want more, read the Introduction to Python article (from the Machine Learning Bookcamp) and consider joining the Introduction to Python course as well.","Check this article. If you know everything in this article, you know enough. If you don’t, read the article and join the coursIntroduction to Pythone too :)
Introduction to Python – Machine Learning Bookcamp
You can follow this English course from the OpenClassrooms e-learning platform, which is free and covers the python basics for data analysis: Learn Python Basics for Data Analysis - OpenClassrooms . It is important to know some basics such as: how to run a Jupyter notebook, how to import libraries (and what libraries are), how to declare a variable (and what variables are) and some important operations regarding data analysis.
(Mélanie Fouesnard)",14890cd2,How can I learn to declare variables in Python for this course?,machine-learning-zoomcamp
"- ML part: you only need a working laptop with an internet connection.
- Deep Learning part: more resource-intensive; you can use cloud services (e.g., Saturn Cloud or any other cloud).
- Free / cloud options: AWS and GCP offer free micro-instances for a long time; Saturn provides free GPU hours (promo available via ML Zoomcamp). For even easier setup, small AWS instances can be run for free, though larger ones incur costs.","For the Machine Learning part, all you need is a working laptop with an internet connection. The Deep Learning part is more resource intensive, but for that you can use a cloud (we use Saturn cloud but can be anything else).
(Rileen Sinha; based on response by Alexey on Slack)",a4fad482,"Are there any specific hardware requirements for the course, or is everything mainly based on cloud services?",machine-learning-zoomcamp
"Yes. For the Machine Learning part, you only need a working laptop with an internet connection. The Deep Learning portion is more resource-intensive and can be done on the cloud (e.g., Saturn Cloud or another service).","For the Machine Learning part, all you need is a working laptop with an internet connection. The Deep Learning part is more resource intensive, but for that you can use a cloud (we use Saturn cloud but can be anything else).
(Rileen Sinha; based on response by Alexey on Slack)",a4fad482,Do I just need a laptop and internet for the Machine Learning section?,machine-learning-zoomcamp
"Yes. The Deep Learning part is more resource-intensive than the Machine Learning part. For that portion you can use a cloud service (e.g., Saturn Cloud). The Machine Learning part only requires a working laptop with internet access.","For the Machine Learning part, all you need is a working laptop with an internet connection. The Deep Learning part is more resource intensive, but for that you can use a cloud (we use Saturn cloud but can be anything else).
(Rileen Sinha; based on response by Alexey on Slack)",a4fad482,Is the Deep Learning part of the course more resource-intensive than the Machine Learning part?,machine-learning-zoomcamp
"Yes. The Deep Learning part is more resource-intensive, and we use Saturn Cloud for it (though other cloud options can be used as well).","For the Machine Learning part, all you need is a working laptop with an internet connection. The Deep Learning part is more resource intensive, but for that you can use a cloud (we use Saturn cloud but can be anything else).
(Rileen Sinha; based on response by Alexey on Slack)",a4fad482,Can Saturn Cloud be used for the Deep Learning part of the course?,machine-learning-zoomcamp
